"state","allotment","pct","fy","program","base_total","hypothetical","account","total_earmarks","state_abbr","actual_total","difference","diff_as_pct","bar_color"
"Illinois",10837382.0019,0.0303,"FY26","DWSRF",1090579000,33044543.7,"STAG—Drinking Water State Revolving Fund",43287007,"IL",54124389.0019,21079845.3019,0.637922117892643,"Positive"
"Indiana",6151913.2156,0.0172,"FY26","DWSRF",1090579000,18757958.8,"STAG—Drinking Water State Revolving Fund",13316360,"IN",19468273.2156,710314.415599998,0.0378673619647783,"Positive"
"Iowa",5365040.595,0.015,"FY26","DWSRF",1090579000,16358685,NA,0,"IA",5365040.595,-10993644.405,-0.672037171997627,"Negative"
"Kansas",4005896.9776,0.0112,"FY26","DWSRF",1090579000,12214484.8,"STAG—Drinking Water State Revolving Fund",20750000,"KS",24755896.9776,12541412.1776,1.02676554786822,"Positive"
"Kentucky",4363566.3506,0.0122,"FY26","DWSRF",1090579000,13305063.8,"STAG—Drinking Water State Revolving Fund",22655491,"KY",27019057.3506,13713993.5506,1.03073489588227,"Positive"
"Louisiana",4900070.4101,0.0137,"FY26","DWSRF",1090579000,14940932.3,"STAG—Drinking Water State Revolving Fund",1750000,"LA",6650070.4101,-8290861.8899,-0.554909273626787,"Negative"
"Maine",3576693.73,0.01,"FY26","DWSRF",1090579000,10905790,"STAG—Drinking Water State Revolving Fund",16105000,"ME",19681693.73,8775903.73,0.804701331127777,"Positive"
"Maryland",7439522.9584,0.0208,"FY26","DWSRF",1090579000,22684043.2,"STAG—Drinking Water State Revolving Fund",9313000,"MD",16752522.9584,-5931520.2416,-0.261484259631458,"Negative"
"Massachusetts",7689891.5195,0.0215,"FY26","DWSRF",1090579000,23447448.5,"STAG—Drinking Water State Revolving Fund",23324560,"MA",31014451.5195,7567003.01950001,0.32272180998713,"Positive"
"Michigan",8154861.7044,0.0228,"FY26","DWSRF",1090579000,24865201.2,"STAG—Drinking Water State Revolving Fund",37839000,"MI",45993861.7044,21128660.5044,0.849728113376376,"Positive"
"Minnesota",5400807.5323,0.0151,"FY26","DWSRF",1090579000,16467742.9,"STAG—Drinking Water State Revolving Fund",25805000,"MN",31205807.5323,14738064.6323,0.894965674518759,"Positive"
"Mississippi",4470867.1625,0.0125,"FY26","DWSRF",1090579000,13632237.5,"STAG—Drinking Water State Revolving Fund",4830000,"MS",9300867.1625,-4331370.3375,-0.317729964541771,"Negative"
"Missouri",5830010.7799,0.0163,"FY26","DWSRF",1090579000,17776437.7,NA,0,"MO",5830010.7799,-11946426.9201,-0.672037171997627,"Negative"
"Montana",3576693.73,0.01,"FY26","DWSRF",1090579000,10905790,"STAG—Drinking Water State Revolving Fund",10125000,"MT",13701693.73,2795903.73,0.256368748160381,"Positive"
"Nebraska",3576693.73,0.01,"FY26","DWSRF",1090579000,10905790,"STAG—Drinking Water State Revolving Fund",13110000,"NE",16686693.73,5780903.73,0.530076567584742,"Positive"
"Nevada",3719761.4792,0.0104,"FY26","DWSRF",1090579000,11342021.6,"STAG—Drinking Water State Revolving Fund",15356000,"NV",19075761.4792,7733739.8792,0.681866086306871,"Positive"
"New Hampshire",3576693.73,0.01,"FY26","DWSRF",1090579000,10905790,"STAG—Drinking Water State Revolving Fund",640000,"NH",4216693.73,-6689096.27,-0.613352748402454,"Negative"
"New Jersey",6366514.8394,0.0178,"FY26","DWSRF",1090579000,19412306.2,"STAG—Drinking Water State Revolving Fund",24399000,"NJ",30765514.8394,11353208.6394,0.584845948875461,"Positive"
"New Mexico",3576693.73,0.01,"FY26","DWSRF",1090579000,10905790,"STAG—Drinking Water State Revolving Fund",6151000,"NM",9727693.73,-1178096.27,-0.108024844600895,"Negative"
"New York",16703159.7191,0.0467,"FY26","DWSRF",1090579000,50930039.3,"STAG—Drinking Water State Revolving Fund",50497600,"NY",67200759.7191,16270720.4191,0.319471978477346,"Positive"
"North Carolina",9871674.6948,0.0276,"FY26","DWSRF",1090579000,30099980.4,"STAG—Drinking Water State Revolving Fund",21738000,"NC",31609674.6948,1509694.2948,0.0501559892975878,"Positive"
"North Dakota",3576693.73,0.01,"FY26","DWSRF",1090579000,10905790,NA,0,"ND",3576693.73,-7329096.27,-0.672037171997627,"Negative"
"Ohio",8083327.8298,0.0226,"FY26","DWSRF",1090579000,24647085.4,"STAG—Drinking Water State Revolving Fund",22945223,"OH",31028550.8298,6381465.4298,0.258913592671692,"Positive"
"Oklahoma",5186205.9085,0.0145,"FY26","DWSRF",1090579000,15813395.5,"STAG—Drinking Water State Revolving Fund",30400000,"OK",35586205.9085,19772810.4085,1.25038360094769,"Positive"
"Oregon",5365040.595,0.015,"FY26","DWSRF",1090579000,16358685,"STAG—Drinking Water State Revolving Fund",13383250,"OR",18748290.595,2389605.595,0.146075653085807,"Positive"
"Pennsylvania",11803089.309,0.033,"FY26","DWSRF",1090579000,35989107,"STAG—Drinking Water State Revolving Fund",13360000,"PA",25163089.309,-10826017.691,-0.300813734861496,"Negative"
"Puerto Rico",3576693.73,0.01,"FY26","DWSRF",1090579000,10905790,NA,0,NA,3576693.73,-7329096.27,-0.672037171997627,"Negative"
"Rhode Island",3576693.73,0.01,"FY26","DWSRF",1090579000,10905790,"STAG—Drinking Water State Revolving Fund",3472000,"RI",7048693.73,-3857096.27,-0.353674173993814,"Negative"
"South Carolina",4470867.1625,0.0125,"FY26","DWSRF",1090579000,13632237.5,"STAG—Drinking Water State Revolving Fund",16011000,"SC",20481867.1625,6849629.6625,0.502458210730264,"Positive"
"South Dakota",3576693.73,0.01,"FY26","DWSRF",1090579000,10905790,NA,0,"SD",3576693.73,-7329096.27,-0.672037171997627,"Negative"
"Tennessee",6008845.4664,0.0168,"FY26","DWSRF",1090579000,18321727.2,"STAG—Drinking Water State Revolving Fund",7378576,"TN",13387421.4664,-4934305.7336,-0.26931444179564,"Negative"
"Texas",28506249.0281,0.0797,"FY26","DWSRF",1090579000,86919146.3,"STAG—Drinking Water State Revolving Fund",22182840,"TX",50689089.0281,-36230057.2719,-0.416824817248579,"Negative"
"Utah",3576693.73,0.01,"FY26","DWSRF",1090579000,10905790,"STAG—Drinking Water State Revolving Fund",13320692,"UT",16897385.73,5991595.73,0.54939584660992,"Positive"
"Vermont",3576693.73,0.01,"FY26","DWSRF",1090579000,10905790,"STAG—Drinking Water State Revolving Fund",4340000,"VT",7916693.73,-2989096.27,-0.274083424492861,"Negative"
"Virginia",5043138.1593,0.0141,"FY26","DWSRF",1090579000,15377163.9,"STAG—Drinking Water State Revolving Fund",11163000,"VA",16206138.1593,828974.259299999,0.0539094377019679,"Positive"
"Washington",8190628.6417,0.0229,"FY26","DWSRF",1090579000,24974259.1,"STAG—Drinking Water State Revolving Fund",25858965,"WA",34049593.6417,9075334.5417,0.363387538559652,"Positive"
"West Virginia",3576693.73,0.01,"FY26","DWSRF",1090579000,10905790,"STAG—Drinking Water State Revolving Fund",14051000,"WV",17627693.73,6721903.73,0.616361009152019,"Positive"
"Wisconsin",6116146.2783,0.0171,"FY26","DWSRF",1090579000,18648900.9,"STAG—Drinking Water State Revolving Fund",5980000,"WI",12096146.2783,-6552754.6217,-0.351374842776927,"Negative"
"Wyoming",3576693.73,0.01,"FY26","DWSRF",1090579000,10905790,"STAG—Drinking Water State Revolving Fund",1e+06,"WY",4576693.73,-6329096.27,-0.580342760130169,"Negative"
"Alabama",9724105.00153939,0.011181317172766,"FY26","CWSRF",1602584000,17919000,"STAG—Clean Water State Revolving Fund",9637778,"AL",19361883.0015394,1442883.00153936,0.0805225180835626,"Positive"
"Alaska",5204748.65058119,0.00598470969384444,"FY26","CWSRF",1602584000,9591000,"STAG—Clean Water State Revolving Fund",42215000,"AK",47419748.6505812,37828748.6505812,3.94419233141291,"Positive"
"Arizona",5873860.84807536,0.00675409214119198,"FY26","CWSRF",1602584000,10824000,"STAG—Clean Water State Revolving Fund",9707786,"AZ",15581646.8480754,4757646.84807535,0.439546087220561,"Positive"
"Arkansas",5688810.35387786,0.00654131078308532,"FY26","CWSRF",1602584000,10483000,"STAG—Clean Water State Revolving Fund",32306000,"AR",37994810.3538779,27511810.3538778,2.62442147800037,"Positive"
"California",62197587.5130552,0.0715182480294325,"FY26","CWSRF",1602584000,114614000,"STAG—Clean Water State Revolving Fund",53918000,"CA",116115587.513055,1501587.51305515,0.0131012573774159,"Positive"
"Colorado",6956487.63964135,0.0079989566849538,"FY26","CWSRF",1602584000,12819000,"STAG—Clean Water State Revolving Fund",13702000,"CO",20658487.6396414,7839487.63964135,0.611552199051514,"Positive"
"Connecticut",10653698.8330946,0.0122502159013194,"FY26","CWSRF",1602584000,19632000,"STAG—Clean Water State Revolving Fund",15754552,"CT",26408250.8330946,6776250.83309455,0.345163550992998,"Positive"
"Delaware",4269185.44824546,0.00490894705051342,"FY26","CWSRF",1602584000,7867000,"STAG—Clean Water State Revolving Fund",9100000,"DE",13369185.4482455,5502185.44824546,0.699400717966882,"Positive"
"Florida",29355194.8185318,0.0337542369073946,"FY26","CWSRF",1602584000,54094000.0000001,"STAG—Clean Water State Revolving Fund",61256000,"FL",90611194.8185318,36517194.8185317,0.675069227983357,"Positive"
"Georgia",14703645.572672,0.0169070700818179,"FY26","CWSRF",1602584000,27095000.0000001,"STAG—Clean Water State Revolving Fund",12033000,"GA",26736645.572672,-358354.427328054,-0.0132258507963851,"Negative"
"Hawaii",6735620.92076047,0.00774499183818134,"FY26","CWSRF",1602584000,12412000,"STAG—Clean Water State Revolving Fund",1092000,"HI",7827620.92076047,-4584379.07923953,-0.369350554241019,"Negative"
"Idaho",4269185.44824546,0.00490894705051342,"FY26","CWSRF",1602584000,7867000,NA,0,"ID",4269185.44824546,-3597814.55175454,-0.457329929039601,"Negative"
"Illinois",39331641.4030678,0.0452257104775787,"FY26","CWSRF",1602584000,72478000,"STAG—Clean Water State Revolving Fund",34978000,"IL",74309641.4030678,1831641.40306781,0.0252716880028121,"Positive"
"Indiana",20958460.8105616,0.0240992047842734,"FY26","CWSRF",1602584000,38621000,"STAG—Clean Water State Revolving Fund",25700000,"IN",46658460.8105616,8037460.8105616,0.208111152237425,"Positive"
"Iowa",11769971.1690601,0.013533767964737,"FY26","CWSRF",1602584000,21689000.0000001,"STAG—Clean Water State Revolving Fund",7950000,"IA",19719971.1690601,-1969028.83093998,-0.0907846756853693,"Negative"
"Kansas",7849722.57644217,0.00902604793258887,"FY26","CWSRF",1602584000,14465000,"STAG—Clean Water State Revolving Fund",3587146,"KS",11436868.5764422,-3028131.42355783,-0.209341958075204,"Negative"
"Kentucky",11068298.7673083,0.0127269459822387,"FY26","CWSRF",1602584000,20396000,"STAG—Clean Water State Revolving Fund",16746400,"KY",27814698.7673083,7418698.76730828,0.363733024480696,"Positive"
"Louisiana",9560218.64010935,0.0109928715125073,"FY26","CWSRF",1602584000,17617000,"STAG—Clean Water State Revolving Fund",21618000,"LA",31178218.6401094,13561218.6401094,0.769780248629696,"Positive"
"Maine",6731822.23026375,0.00774062389241375,"FY26","CWSRF",1602584000,12405000,"STAG—Clean Water State Revolving Fund",54923104,"ME",61654926.2302637,49249926.2302638,3.97016737043642,"Positive"
"Maryland",21033349.2803541,0.0241853157151201,"FY26","CWSRF",1602584000,38759000,"STAG—Clean Water State Revolving Fund",18470000,"MD",39503349.2803541,744349.280354068,0.0192045532741832,"Positive"
"Massachusetts",29526678.5609553,0.0339514184591884,"FY26","CWSRF",1602584000,54410000,"STAG—Clean Water State Revolving Fund",26158500,"MA",55685178.5609553,1275178.56095532,0.0234364741950986,"Positive"
"Michigan",37393223.9095972,0.0429968101516052,"FY26","CWSRF",1602584000,68906000.0000001,"STAG—Clean Water State Revolving Fund",29523200,"MI",66916423.9095972,-1989576.09040286,-0.0288737713755385,"Negative"
"Minnesota",15984346.9401386,0.0183796917977466,"FY26","CWSRF",1602584000,29454999.9999999,"STAG—Clean Water State Revolving Fund",39810000,"MN",55794346.9401386,26339346.9401387,0.894223287731751,"Positive"
"Mississippi",7835070.48452624,0.00900920014177104,"FY26","CWSRF",1602584000,14438000,"STAG—Clean Water State Revolving Fund",15728000,"MS",23563070.4845262,9125070.48452624,0.632017626023427,"Positive"
"Missouri",24108117.9024157,0.0277208558178542,"FY26","CWSRF",1602584000,44425000,NA,0,"MO",24108117.9024157,-20316882.0975844,-0.457329929039602,"Negative"
"Montana",4269185.44824546,0.00490894705051342,"FY26","CWSRF",1602584000,7867000,"STAG—Clean Water State Revolving Fund",825000,"MT",5094185.44824546,-2772814.55175454,-0.35246149126154,"Negative"
"Nebraska",4448266.57166239,0.00511486449384244,"FY26","CWSRF",1602584000,8196999.99999999,"STAG—Clean Water State Revolving Fund",9203000,"NE",13651266.5716624,5454266.5716624,0.665397898214273,"Positive"
"Nevada",4269185.44824546,0.00490894705051342,"FY26","CWSRF",1602584000,7867000,"STAG—Clean Water State Revolving Fund",13837766,"NV",18106951.4482455,10239951.4482455,1.30163358945538,"Positive"
"New Hampshire",8690861.18643079,0.00999323592398277,"FY26","CWSRF",1602584000,16015000,"STAG—Clean Water State Revolving Fund",3276000,"NH",11966861.1864308,-4048138.81356921,-0.252771702377097,"Negative"
"New Jersey",35537834.9369836,0.040863380640266,"FY26","CWSRF",1602584000,65487000,"STAG—Clean Water State Revolving Fund",30266120,"NJ",65803954.9369836,316954.936983556,0.00483996727569678,"Positive"
"New Mexico",4269185.44824546,0.00490894705051342,"FY26","CWSRF",1602584000,7867000,"STAG—Clean Water State Revolving Fund",7708000,"NM",11977185.4482455,4110185.44824546,0.522459062952264,"Positive"
"New York",95991280.8419721,0.110376117570124,"FY26","CWSRF",1602584000,176887000,"STAG—Clean Water State Revolving Fund",50040008,"NY",146031288.841972,-30855711.1580275,-0.174437415740148,"Negative"
"North Carolina",15695103.7923167,0.0180471039271576,"FY26","CWSRF",1602584000,28921999.9999999,"STAG—Clean Water State Revolving Fund",15469000,"NC",31164103.7923167,2242103.79231676,0.0775224324845021,"Positive"
"North Dakota",4269185.44824546,0.00490894705051342,"FY26","CWSRF",1602584000,7867000,NA,0,"ND",4269185.44824546,-3597814.55175454,-0.457329929039601,"Negative"
"Ohio",48958065.7918343,0.0562947090448925,"FY26","CWSRF",1602584000,90217000,"STAG—Clean Water State Revolving Fund",24083166,"OH",73041231.7918343,-17175768.2081657,-0.190382834811241,"Negative"
"Oklahoma",7025949.40872429,0.00807882769327536,"FY26","CWSRF",1602584000,12947000,"STAG—Clean Water State Revolving Fund",8420000,"OK",15445949.4087243,2498949.40872429,0.193013779927728,"Positive"
"Oregon",9823956.2945961,0.0112961317472282,"FY26","CWSRF",1602584000,18103000,"STAG—Clean Water State Revolving Fund",15960000,"OR",25783956.2945961,7680956.29459614,0.424291901596208,"Positive"
"Pennsylvania",34448153.4344952,0.0396104041972215,"FY26","CWSRF",1602584000,63479000,"STAG—Clean Water State Revolving Fund",18219528,"PA",52667681.4344952,-10811318.5655048,-0.170313309370104,"Negative"
"Rhode Island",5839672.63360485,0.00671478062928371,"FY26","CWSRF",1602584000,10761000,"STAG—Clean Water State Revolving Fund",10357413,"RI",16197085.6336049,5436085.63360485,0.505165471016155,"Positive"
"South Carolina",8909014.55495687,0.0102440808094927,"FY26","CWSRF",1602584000,16417000,"STAG—Clean Water State Revolving Fund",15783000,"SC",24692014.5549569,8275014.55495682,0.504051565752378,"Positive"
"South Dakota",4269185.44824546,0.00490894705051342,"FY26","CWSRF",1602584000,7867000,NA,0,"SD",4269185.44824546,-3597814.55175454,-0.457329929039601,"Negative"
"Tennessee",12633359.2519581,0.0145265396384838,"FY26","CWSRF",1602584000,23279999.9999999,"STAG—Clean Water State Revolving Fund",5e+06,"TN",17633359.2519581,-5646640.74804182,-0.242553296737192,"Negative"
"Texas",39748412.0175654,0.0457049365275081,"FY26","CWSRF",1602584000,73246000,"STAG—Clean Water State Revolving Fund",31331909,"TX",71080321.0175654,-2165678.98243465,-0.0295671979689627,"Negative"
"Utah",4582306.07918961,0.00526899058021296,"FY26","CWSRF",1602584000,8444000,"STAG—Clean Water State Revolving Fund",8500000,"UT",13082306.0791896,4638306.0791896,0.549301998956608,"Positive"
"Vermont",4269185.44824546,0.00490894705051342,"FY26","CWSRF",1602584000,7867000,"STAG—Clean Water State Revolving Fund",9142000,"VT",13411185.4482455,5544185.44824546,0.70473947479922,"Positive"
"Virginia",17797950.3172882,0.0204650739056424,"FY26","CWSRF",1602584000,32797000,"STAG—Clean Water State Revolving Fund",22386000,"VA",40183950.3172882,7386950.31728818,0.2252325004509,"Positive"
"Washington",15123672.2075954,0.0173900400852623,"FY26","CWSRF",1602584000,27869000,"STAG—Clean Water State Revolving Fund",22063000,"WA",37186672.2075954,9317672.2075954,0.334338232717191,"Positive"
"West Virginia",13556983.7127327,0.0155885744522596,"FY26","CWSRF",1602584000,24982000,"STAG—Clean Water State Revolving Fund",17850000,"WV",31406983.7127327,6424983.7127327,0.257184521364691,"Positive"
"Wisconsin",23510638.1542883,0.0270338403478382,"FY26","CWSRF",1602584000,43323999.9999999,"STAG—Clean Water State Revolving Fund",8520000,"WI",32030638.1542883,-11293361.8457116,-0.260672187372164,"Negative"
"Wyoming",4269185.44824546,0.00490894705051342,"FY26","CWSRF",1602584000,7867000,"STAG—Clean Water State Revolving Fund",3750000,"WY",8019185.44824546,152185.448245461,0.0193447881334004,"Positive"
