"state","allotment","pct","fy","program","fy25_allotment","base_total","hypothetical","account","total_earmarks","state_abbr","actual_total","difference","diff_as_pct","bar_color"
"Maine",3576693.73,0.01,"FY26","DWSRF",10906000,NA,10906000,"STAG—Drinking Water State Revolving Fund",16105000,"ME",19681693.73,8775693.73,0.804666580781221,"Positive"
"Maryland",7439522.96,0.0208,"FY26","DWSRF",22660000,NA,22660000,"STAG—Drinking Water State Revolving Fund",9313000,"MD",16752522.96,-5907477.04,-0.260700663724625,"Negative"
"Massachusetts",7689891.52,0.0215,"FY26","DWSRF",23415000,NA,23415000,"STAG—Drinking Water State Revolving Fund",23324560,"MA",31014451.52,7599451.52,0.324554837497331,"Positive"
"Michigan",8154861.7,0.0228,"FY26","DWSRF",24884000,NA,24884000,"STAG—Drinking Water State Revolving Fund",37839000,"MI",45993861.7,21109861.7,0.848330722552644,"Positive"
"Minnesota",5400807.53,0.0151,"FY26","DWSRF",16497000,NA,16497000,"STAG—Drinking Water State Revolving Fund",25805000,"MN",31205807.53,14708807.53,0.891604990604352,"Positive"
"Mississippi",4470867.16,0.0125,"FY26","DWSRF",13658000,NA,13658000,"STAG—Drinking Water State Revolving Fund",4830000,"MS",9300867.16,-4357132.84,-0.3190169014497,"Negative"
"Missouri",5830010.78,0.0163,"FY26","DWSRF",17755000,NA,17755000,NA,0,"MO",5830010.78,-11924989.22,-0.671641183891861,"Negative"
"Montana",3576693.73,0.01,"FY26","DWSRF",10906000,NA,10906000,"STAG—Drinking Water State Revolving Fund",10125000,"MT",13701693.73,2795693.73,0.256344556207592,"Positive"
"Nebraska",3576693.73,0.01,"FY26","DWSRF",10906000,NA,10906000,"STAG—Drinking Water State Revolving Fund",13110000,"NE",16686693.73,5780693.73,0.530047105263158,"Positive"
"Nevada",3719761.48,0.0104,"FY26","DWSRF",11307000,NA,11307000,"STAG—Drinking Water State Revolving Fund",15356000,"NV",19075761.48,7768761.48,0.687075394003715,"Positive"
"New Hampshire",3576693.73,0.01,"FY26","DWSRF",10906000,NA,10906000,"STAG—Drinking Water State Revolving Fund",640000,"NH",4216693.73,-6689306.27,-0.613360193471484,"Negative"
"New Jersey",6366514.84,0.0178,"FY26","DWSRF",19360000,NA,19360000,"STAG—Drinking Water State Revolving Fund",24399000,"NJ",30765514.84,11405514.84,0.589127832644628,"Positive"
"New Mexico",3576693.73,0.01,"FY26","DWSRF",10906000,NA,10906000,"STAG—Drinking Water State Revolving Fund",6151000,"NM",9727693.73,-1178306.27,-0.108042019988997,"Negative"
"New York",16703159.72,0.0467,"FY26","DWSRF",50941000,NA,50941000,"STAG—Drinking Water State Revolving Fund",50497600,"NY",67200759.72,16259759.72,0.319188074831668,"Positive"
"North Carolina",9871674.69,0.0276,"FY26","DWSRF",30053000,NA,30053000,"STAG—Drinking Water State Revolving Fund",21738000,"NC",31609674.69,1556674.69,0.0517976471566898,"Positive"
"North Dakota",3576693.73,0.01,"FY26","DWSRF",10906000,NA,10906000,NA,0,"ND",3576693.73,-7329306.27,-0.672043487071337,"Negative"
"Ohio",8083327.83,0.0226,"FY26","DWSRF",24628000,NA,24628000,"STAG—Drinking Water State Revolving Fund",22945223,"OH",31028550.83,6400550.83,0.259889184261816,"Positive"
"Oklahoma",5186205.91,0.0145,"FY26","DWSRF",15851000,NA,15851000,"STAG—Drinking Water State Revolving Fund",30400000,"OK",35586205.91,19735205.91,1.24504484953631,"Positive"
"Oregon",5365040.59,0.015,"FY26","DWSRF",16405000,NA,16405000,"STAG—Drinking Water State Revolving Fund",13383250,"OR",18748290.59,2343290.59,0.14284002377324,"Positive"
"Pennsylvania",11803089.31,0.033,"FY26","DWSRF",35979000,NA,35979000,"STAG—Drinking Water State Revolving Fund",13360000,"PA",25163089.31,-10815910.69,-0.300617323716612,"Negative"
"Puerto Rico",3576693.73,0.01,"FY26","DWSRF",10906000,NA,10906000,NA,0,NA,3576693.73,-7329306.27,-0.672043487071337,"Negative"
"Rhode Island",3576693.73,0.01,"FY26","DWSRF",10906000,NA,10906000,"STAG—Drinking Water State Revolving Fund",3472000,"RI",7048693.73,-3857306.27,-0.353686619292133,"Negative"
"South Carolina",4470867.16,0.0125,"FY26","DWSRF",13631000,NA,13631000,"STAG—Drinking Water State Revolving Fund",16011000,"SC",20481867.16,6850867.16,0.50259461228083,"Positive"
"South Dakota",3576693.73,0.01,"FY26","DWSRF",10906000,NA,10906000,NA,0,"SD",3576693.73,-7329306.27,-0.672043487071337,"Negative"
"Tennessee",6008845.47,0.0168,"FY26","DWSRF",18359000,NA,18359000,"STAG—Drinking Water State Revolving Fund",7378576,"TN",13387421.47,-4971578.53,-0.270797893676126,"Negative"
"Texas",28506249.03,0.0797,"FY26","DWSRF",86951000,NA,86951000,"STAG—Drinking Water State Revolving Fund",22182840,"TX",50689089.03,-36261910.97,-0.417038458097089,"Negative"
"Utah",3576693.73,0.01,"FY26","DWSRF",10906000,NA,10906000,"STAG—Drinking Water State Revolving Fund",13320692,"UT",16897385.73,5991385.73,0.549366012286815,"Positive"
"Vermont",3576693.73,0.01,"FY26","DWSRF",10906000,NA,10906000,"STAG—Drinking Water State Revolving Fund",4340000,"VT",7916693.73,-2989306.27,-0.274097402347332,"Negative"
"Virginia",5043138.16,0.0141,"FY26","DWSRF",15400000,NA,15400000,"STAG—Drinking Water State Revolving Fund",11163000,"VA",16206138.16,806138.16,0.0523466337662338,"Positive"
"Washington",8190628.64,0.0229,"FY26","DWSRF",24974000,NA,24974000,"STAG—Drinking Water State Revolving Fund",25858965,"WA",34049593.64,9075593.64,0.363401683350685,"Positive"
"West Virginia",3576693.73,0.01,"FY26","DWSRF",10906000,NA,10906000,"STAG—Drinking Water State Revolving Fund",14051000,"WV",17627693.73,6721693.73,0.616329885384192,"Positive"
"Wisconsin",6116146.28,0.0171,"FY26","DWSRF",18674000,NA,18674000,"STAG—Drinking Water State Revolving Fund",5980000,"WI",12096146.28,-6577853.72,-0.352246638106458,"Negative"
"Wyoming",3576693.73,0.01,"FY26","DWSRF",10906000,NA,10906000,"STAG—Drinking Water State Revolving Fund",1e+06,"WY",4576693.73,-6329306.27,-0.580350840821566,"Negative"
"Alabama",7767422.03,0.011181317172766,"FY26","CWSRF",17919000,NA,17919000,"STAG—Clean Water State Revolving Fund",9637778,"AL",17405200.03,-513799.969999999,-0.0286734734081142,"Negative"
"Alaska",4157449.9,0.00598470969384444,"FY26","CWSRF",9591000,NA,9591000,"STAG—Clean Water State Revolving Fund",42215000,"AK",46372449.9,36781449.9,3.83499634031905,"Positive"
"Arizona",4691923.44,0.00675409214119198,"FY26","CWSRF",10824000,NA,10824000,"STAG—Clean Water State Revolving Fund",9707786,"AZ",14399709.44,3575709.44,0.330350096082779,"Positive"
"Arkansas",4544108.77,0.00654131078308532,"FY26","CWSRF",10483000,NA,10483000,"STAG—Clean Water State Revolving Fund",32306000,"AR",36850108.77,26367108.77,2.51522548602499,"Positive"
"California",49682198.13,0.0715182480294325,"FY26","CWSRF",114614000,NA,114614000,"STAG—Clean Water State Revolving Fund",53918000,"CA",103600198.13,-11013801.87,-0.0960947342384002,"Negative"
"Colorado",5556704.22,0.0079989566849538,"FY26","CWSRF",12819000,NA,12819000,"STAG—Clean Water State Revolving Fund",13702000,"CO",19258704.22,6439704.22,0.502356207192449,"Positive"
"Connecticut",8509963.13,0.0122502159013194,"FY26","CWSRF",19632000,NA,19632000,"STAG—Clean Water State Revolving Fund",15754552,"CT",24264515.13,4632515.13,0.235967559596577,"Positive"
"Delaware",3410140.58,0.00490894705051342,"FY26","CWSRF",7867000,NA,7867000,"STAG—Clean Water State Revolving Fund",9100000,"DE",12510140.58,4643140.58,0.590204726070929,"Positive"
"Florida",23448346.85,0.0337542369073946,"FY26","CWSRF",54094000,NA,54094000,"STAG—Clean Water State Revolving Fund",61256000,"FL",84704346.85,30610346.85,0.565873236403298,"Positive"
"Georgia",11744980.18,0.0169070700818179,"FY26","CWSRF",27095000,NA,27095000,"STAG—Clean Water State Revolving Fund",12033000,"GA",23777980.18,-3317019.82,-0.122421842406348,"Negative"
"Hawaii",5380280.27,0.00774499183818134,"FY26","CWSRF",12412000,NA,12412000,"STAG—Clean Water State Revolving Fund",1092000,"HI",6472280.27,-5939719.73,-0.478546546084434,"Negative"
"Idaho",3410140.58,0.00490894705051342,"FY26","CWSRF",7867000,NA,7867000,NA,0,"ID",3410140.58,-4456859.42,-0.566525920935554,"Negative"
"Illinois",31417334.32,0.0452257104775787,"FY26","CWSRF",72478000,NA,72478000,"STAG—Clean Water State Revolving Fund",34978000,"IL",66395334.32,-6082665.68,-0.083924303650763,"Negative"
"Indiana",16741202.42,0.0240992047842734,"FY26","CWSRF",38621000,NA,38621000,"STAG—Clean Water State Revolving Fund",25700000,"IN",42441202.42,3820202.42,0.0989151606638876,"Positive"
"Iowa",9401619.31,0.013533767964737,"FY26","CWSRF",21689000,NA,21689000,"STAG—Clean Water State Revolving Fund",7950000,"IA",17351619.31,-4337380.69,-0.199980667158467,"Negative"
"Kansas",6270202.56,0.00902604793258887,"FY26","CWSRF",14465000,NA,14465000,"STAG—Clean Water State Revolving Fund",3587146,"KS",9857348.56,-4607651.44,-0.318537949533356,"Negative"
"Kentucky",8841137.32,0.0127269459822387,"FY26","CWSRF",20396000,NA,20396000,"STAG—Clean Water State Revolving Fund",16746400,"KY",25587537.32,5191537.32,0.25453703275152,"Positive"
"Louisiana",7636512.86,0.0109928715125073,"FY26","CWSRF",17617000,NA,17617000,"STAG—Clean Water State Revolving Fund",21618000,"LA",29254512.86,11637512.86,0.660584257251518,"Positive"
"Maine",5377245.95,0.00774062389241375,"FY26","CWSRF",12405000,NA,12405000,"STAG—Clean Water State Revolving Fund",54923104,"ME",60300349.95,47895349.95,3.86097137847642,"Positive"
"Maryland",16801021.84,0.0241853157151201,"FY26","CWSRF",38759000,NA,38759000,"STAG—Clean Water State Revolving Fund",18470000,"MD",35271021.84,-3487978.16,-0.089991438375603,"Negative"
"Massachusetts",23585324.66,0.0339514184591884,"FY26","CWSRF",54410000,NA,54410000,"STAG—Clean Water State Revolving Fund",26158500,"MA",49743824.66,-4666175.34,-0.0857595173681309,"Negative"
"Michigan",29868964.91,0.0429968101516052,"FY26","CWSRF",68906000,NA,68906000,"STAG—Clean Water State Revolving Fund",29523200,"MI",59392164.91,-9513835.09,-0.138069763010478,"Negative"
"Minnesota",12767979.01,0.0183796917977466,"FY26","CWSRF",29455000,NA,29455000,"STAG—Clean Water State Revolving Fund",39810000,"MN",52577979.01,23122979.01,0.785027296214565,"Positive"
"Mississippi",6258498.76,0.00900920014177104,"FY26","CWSRF",14438000,NA,14438000,"STAG—Clean Water State Revolving Fund",15728000,"MS",21986498.76,7548498.76,0.522821634575426,"Positive"
"Missouri",19257085.98,0.0277208558178542,"FY26","CWSRF",44425000,NA,44425000,NA,0,"MO",19257085.98,-25167914.02,-0.566525920540236,"Negative"
"Montana",3410140.58,0.00490894705051342,"FY26","CWSRF",7867000,NA,7867000,"STAG—Clean Water State Revolving Fund",825000,"MT",4235140.58,-3631859.42,-0.461657483157493,"Negative"
"Nebraska",3553187.03,0.00511486449384244,"FY26","CWSRF",8197000,NA,8197000,"STAG—Clean Water State Revolving Fund",9203000,"NE",12756187.03,4559187.03,0.556201906795169,"Positive"
"Nevada",3410140.58,0.00490894705051342,"FY26","CWSRF",7867000,NA,7867000,"STAG—Clean Water State Revolving Fund",13837766,"NV",17247906.58,9380906.58,1.19243759755943,"Positive"
"New Hampshire",6942087.38,0.00999323592398277,"FY26","CWSRF",16015000,NA,16015000,"STAG—Clean Water State Revolving Fund",3276000,"NH",10218087.38,-5796912.62,-0.361967694036841,"Negative"
"New Jersey",28386917.04,0.040863380640266,"FY26","CWSRF",65487000,NA,65487000,"STAG—Clean Water State Revolving Fund",30266120,"NJ",58653037.04,-6833962.96,-0.104356024249088,"Negative"
"New Mexico",3410140.58,0.00490894705051342,"FY26","CWSRF",7867000,NA,7867000,"STAG—Clean Water State Revolving Fund",7708000,"NM",11118140.58,3251140.58,0.413263071056311,"Positive"
"New York",76675929.48,0.110376117570124,"FY26","CWSRF",176887000,NA,176887000,"STAG—Clean Water State Revolving Fund",50040008,"NY",126715937.48,-50171062.52,-0.283633407316535,"Negative"
"North Carolina",12536937.32,0.0180471039271576,"FY26","CWSRF",28922000,NA,28922000,"STAG—Clean Water State Revolving Fund",15469000,"NC",28005937.32,-916062.68,-0.0316735592282691,"Negative"
"North Dakota",3410140.58,0.00490894705051342,"FY26","CWSRF",7867000,NA,7867000,NA,0,"ND",3410140.58,-4456859.42,-0.566525920935554,"Negative"
"Ohio",39106731.02,0.0562947090448925,"FY26","CWSRF",90217000,NA,90217000,"STAG—Clean Water State Revolving Fund",24083166,"OH",63189897.02,-27027102.98,-0.299578826385271,"Negative"
"Oklahoma",5612188.91,0.00807882769327536,"FY26","CWSRF",12947000,NA,12947000,"STAG—Clean Water State Revolving Fund",8420000,"OK",14032188.91,1085188.91,0.0838177886769136,"Positive"
"Oregon",7847181.26,0.0112961317472282,"FY26","CWSRF",18103000,NA,18103000,"STAG—Clean Water State Revolving Fund",15960000,"OR",23807181.26,5704181.26,0.315095910070154,"Positive"
"Pennsylvania",27516501.08,0.0396104041972215,"FY26","CWSRF",63479000,NA,63479000,"STAG—Clean Water State Revolving Fund",18219528,"PA",45736029.08,-17742970.92,-0.279509301028687,"Negative"
"Rhode Island",4664614.57,0.00671478062928371,"FY26","CWSRF",10761000,NA,10761000,"STAG—Clean Water State Revolving Fund",10357413,"RI",15022027.57,4261027.57,0.395969479602267,"Positive"
"South Carolina",7116343.96,0.0102440808094927,"FY26","CWSRF",16417000,NA,16417000,"STAG—Clean Water State Revolving Fund",15783000,"SC",22899343.96,6482343.96,0.394855574100018,"Positive"
"South Dakota",3410140.58,0.00490894705051342,"FY26","CWSRF",7867000,NA,7867000,NA,0,"SD",3410140.58,-4456859.42,-0.566525920935554,"Negative"
"Tennessee",10091276.57,0.0145265396384838,"FY26","CWSRF",23280000,NA,23280000,"STAG—Clean Water State Revolving Fund",5e+06,"TN",15091276.57,-8188723.43,-0.351749288230241,"Negative"
"Texas",31750242.42,0.0457049365275081,"FY26","CWSRF",73246000,NA,73246000,"STAG—Clean Water State Revolving Fund",31331909,"TX",63082151.42,-10163848.58,-0.138763189525708,"Negative"
"Utah",3660255.13,0.00526899058021296,"FY26","CWSRF",8444000,NA,8444000,"STAG—Clean Water State Revolving Fund",8500000,"UT",12160255.13,3716255.13,0.440106007816201,"Positive"
"Vermont",3410140.58,0.00490894705051342,"FY26","CWSRF",7867000,NA,7867000,"STAG—Clean Water State Revolving Fund",9142000,"VT",12552140.58,4685140.58,0.595543482903267,"Positive"
"Virginia",14216649.38,0.0204650739056424,"FY26","CWSRF",32797000,NA,32797000,"STAG—Clean Water State Revolving Fund",22386000,"VA",36602649.38,3805649.38,0.116036508827027,"Positive"
"Washington",12080489.12,0.0173900400852623,"FY26","CWSRF",27869000,NA,27869000,"STAG—Clean Water State Revolving Fund",22063000,"WA",34143489.12,6274489.12,0.225142241199899,"Positive"
"West Virginia",10829049.45,0.0155885744522596,"FY26","CWSRF",24982000,NA,24982000,"STAG—Clean Water State Revolving Fund",17850000,"WV",28679049.45,3697049.45,0.147988529741414,"Positive"
"Wisconsin",18779831.01,0.0270338403478382,"FY26","CWSRF",43324000,NA,43324000,"STAG—Clean Water State Revolving Fund",8520000,"WI",27299831.01,-16024168.99,-0.369868179069338,"Negative"
"Wyoming",3410140.58,0.00490894705051342,"FY26","CWSRF",7867000,NA,7867000,"STAG—Clean Water State Revolving Fund",3750000,"WY",7160140.58,-706859.42,-0.0898512037625524,"Negative"
